production_tag,raw_volume,ZA,exc_keV_decimal,dat_production_count_raw,rpip_count,delta_rpip_minus_dat,status
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,12027,0,960,960,0,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,13026,0,2,2,0,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,13028,0,1,1,0,PASS
muminus,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_rectcut_window_band,12027,0,1,1,0,PASS
muminus,W_Multihole_Collimator_HBar,72184,0,1,1,0,PASS
muminus,W_Multihole_Collimator_HBar,73176,0,4,4,0,PASS
muminus,W_Multihole_Collimator_HBar,73177,0,2,2,0,PASS
muminus,W_Multihole_Collimator_HBar,73178,0,1,1,0,PASS
muminus,W_Multihole_Collimator_HBar,73179,0,2,2,0,PASS
muminus,W_Multihole_Collimator_HBar,73180,0,1,1,0,PASS
muminus,W_Multihole_Collimator_HBar,73182,0,2,2,0,PASS
muminus,W_Multihole_Collimator_HBar,73183,0,6,6,0,PASS
muminus,W_Multihole_Collimator_HBar,73184,0,1,1,0,PASS
muminus,W_Multihole_Collimator_HBar,73185,0,1,1,0,PASS
muminus,W_Multihole_Collimator_HBar,73186,0,1,1,0,PASS
muminus,W_Multihole_Collimator_HBar,74183,0,2,2,0,PASS
muminus,W_Multihole_Collimator_VBar_Center,72181,0,1,1,0,PASS
muminus,W_Multihole_Collimator_VBar_Center,73174,0,1,1,0,PASS
muminus,W_Multihole_Collimator_VBar_Center,73175,0,1,1,0,PASS
muminus,W_Multihole_Collimator_VBar_Center,73176,0,2,2,0,PASS
muminus,W_Multihole_Collimator_VBar_Center,73177,0,1,1,0,PASS
muminus,W_Multihole_Collimator_VBar_Center,73179,0,2,2,0,PASS
muminus,W_Multihole_Collimator_VBar_Center,73182,0,1,1,0,PASS
muminus,W_Multihole_Collimator_VBar_Center,73183,0,2,2,0,PASS
muminus,W_Multihole_Collimator_VBar_Center,73184,0,1,1,0,PASS
muminus,W_Multihole_Collimator_VBar_Edge,73183,0,2,2,0,PASS
muplus,CsI_Bottom_Quadrant_02,53126,0,1,1,0,PASS
muplus,CsI_Bottom_Quadrant_02,55132,0,1,1,0,PASS
muplus,CsI_Bottom_Quadrant_03,53126,0,1,1,0,PASS
muplus,CsI_Bottom_Quadrant_03,55132,0,1,1,0,PASS
muplus,CsI_Side_Segment_01,53126,0,1,1,0,PASS
muplus,CsI_Side_Segment_02,53125,0,1,1,0,PASS
muplus,CsI_Side_Segment_03_above_side_port,55132,0,1,1,0,PASS
muplus,CsI_Side_Segment_06,53126,0,1,1,0,PASS
muplus,CsI_TopAnnulus_Segment_00,55132,0,1,1,0,PASS
muplus,CsI_TopAnnulus_Segment_05,53125,0,1,1,0,PASS
muplus,NbTi_Bundle_Still_4K,41091,0,1,1,0,PASS
muplus,Passive_W_Bottom_Plate_detector_bay,74183,0,1,1,0,PASS
muplus,Vacuum_Jacket_Al_266mmClass_side_port_bottom_cap,13026,0,1,1,0,PASS
muplus,W_Multihole_Collimator_VBar_Center,74183,0,1,1,0,PASS
n,ActiveShield_Flex_Kapton_detector_bay_above_side_port,6011,0,1,1,0,PASS
n,ActiveShield_Flex_Kapton_detector_bay_above_side_port,6014,0,14,14,0,PASS
n,ActiveShield_Flex_Kapton_detector_bay_below_side_port,6014,0,16,16,0,PASS
n,ActiveShield_Flex_Kapton_detector_bay_rectcut_window_band,6011,0,1,1,0,PASS
n,ActiveShield_Flex_Kapton_detector_bay_rectcut_window_band,6014,0,8,8,0,PASS
n,ColdPlate_4K,2006,0,1,1,0,PASS
n,ColdPlate_4K,24051,0,1,1,0,PASS
n,ColdPlate_4K,25053,0,1,1,0,PASS
n,ColdPlate_4K,26055,0,1,1,0,PASS
n,ColdPlate_4K,27057,0,1,1,0,PASS
n,ColdPlate_4K,27058,0,5,5,0,PASS
n,ColdPlate_4K,27060,0,4,4,0,PASS
n,ColdPlate_4K,27061,0,3,3,0,PASS
n,ColdPlate_4K,28057,0,1,1,0,PASS
n,ColdPlate_4K,28059,0,7,7,0,PASS
n,ColdPlate_4K,28063,0,21,21,0,PASS
n,ColdPlate_4K,28065,0,1,1,0,PASS
n,ColdPlate_4K,29060,0,1,1,0,PASS
n,ColdPlate_4K,29061,0,3,3,0,PASS
n,ColdPlate_4K,29062,0,46,46,0,PASS
n,ColdPlate_4K,29064,0,2707,2707,0,PASS
n,ColdPlate_4K,29066,0,658,658,0,PASS
n,ColdPlate_60K,9017,0,1,1,0,PASS
n,ColdPlate_60K,9020,0,1,1,0,PASS
n,ColdPlate_60K,11022,0,4,4,0,PASS
n,ColdPlate_60K,11024,0,13,13,0,PASS
n,ColdPlate_60K,11025,0,1,1,0,PASS
n,ColdPlate_60K,12027,0,13,13,0,PASS
n,ColdPlate_60K,13026,0,27,27,0,PASS
n,ColdPlate_60K,13028,0,426,426,0,PASS
n,ColdPlate_CP_100mK_intercept,23048,0,1,1,0,PASS
n,ColdPlate_CP_100mK_intercept,24051,0,1,1,0,PASS
n,ColdPlate_CP_100mK_intercept,25050,0,1,1,0,PASS
n,ColdPlate_CP_100mK_intercept,25057,0,1,1,0,PASS
n,ColdPlate_CP_100mK_intercept,26055,0,2,2,0,PASS
n,ColdPlate_CP_100mK_intercept,27057,0,3,3,0,PASS
n,ColdPlate_CP_100mK_intercept,27058,0,6,6,0,PASS
n,ColdPlate_CP_100mK_intercept,27060,0,2,2,0,PASS
n,ColdPlate_CP_100mK_intercept,27062,0,1,1,0,PASS
n,ColdPlate_CP_100mK_intercept,28059,0,5,5,0,PASS
n,ColdPlate_CP_100mK_intercept,28063,0,6,6,0,PASS
n,ColdPlate_CP_100mK_intercept,29060,0,1,1,0,PASS
n,ColdPlate_CP_100mK_intercept,29061,0,5,5,0,PASS
n,ColdPlate_CP_100mK_intercept,29062,0,22,22,0,PASS
n,ColdPlate_CP_100mK_intercept,29064,0,664,664,0,PASS
n,ColdPlate_CP_100mK_intercept,29066,0,168,168,0,PASS
n,ColdPlate_CP_100mK_intercept,30063,0,1,1,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,24051,0,1,1,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,25052,0,3,3,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,25056,0,1,1,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,26055,0,3,3,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,26063,0,1,1,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,27057,0,2,2,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,27058,0,5,5,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,27060,0,2,2,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,28057,0,1,1,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,28059,0,1,1,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,28063,0,7,7,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,29060,0,1,1,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,29061,0,1,1,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,29062,0,29,29,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,29064,0,584,584,0,PASS
n,ColdPlate_MXC_50mK_SD_anchor,29066,0,148,148,0,PASS
n,ColdPlate_Still_0p7K,25052,0,1,1,0,PASS
n,ColdPlate_Still_0p7K,27055,0,1,1,0,PASS
n,ColdPlate_Still_0p7K,27056,0,1,1,0,PASS
n,ColdPlate_Still_0p7K,27057,0,2,2,0,PASS
n,ColdPlate_Still_0p7K,27058,0,1,1,0,PASS
n,ColdPlate_Still_0p7K,27060,0,4,4,0,PASS
n,ColdPlate_Still_0p7K,27061,0,1,1,0,PASS
n,ColdPlate_Still_0p7K,28059,0,2,2,0,PASS
n,ColdPlate_Still_0p7K,28063,0,17,17,0,PASS
n,ColdPlate_Still_0p7K,28065,0,1,1,0,PASS
n,ColdPlate_Still_0p7K,29061,0,3,3,0,PASS
n,ColdPlate_Still_0p7K,29062,0,32,32,0,PASS
n,ColdPlate_Still_0p7K,29064,0,1312,1312,0,PASS
n,ColdPlate_Still_0p7K,29066,0,312,312,0,PASS
n,ColdPlate_Still_0p7K,30065,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,4010,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,45099,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,47106,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,49107,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_00,49109,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,49111,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,49114,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,49116,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,50111,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,50121,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,51113,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,51114,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,51116,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,51117,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,51118,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_00,51120,0,5,5,0,PASS
n,CsI_Bottom_Quadrant_00,51122,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_00,52118,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,52119,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_00,52121,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_00,52123,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_00,52127,0,5,5,0,PASS
n,CsI_Bottom_Quadrant_00,53121,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_00,53122,0,7,7,0,PASS
n,CsI_Bottom_Quadrant_00,53123,0,7,7,0,PASS
n,CsI_Bottom_Quadrant_00,53124,0,15,15,0,PASS
n,CsI_Bottom_Quadrant_00,53125,0,36,36,0,PASS
n,CsI_Bottom_Quadrant_00,53126,0,85,85,0,PASS
n,CsI_Bottom_Quadrant_00,53128,0,11496,11496,0,PASS
n,CsI_Bottom_Quadrant_00,53129,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,53131,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,54123,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_00,54125,0,5,5,0,PASS
n,CsI_Bottom_Quadrant_00,54127,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_00,54133,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_00,55126,0,6,6,0,PASS
n,CsI_Bottom_Quadrant_00,55127,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_00,55128,0,9,9,0,PASS
n,CsI_Bottom_Quadrant_00,55129,0,10,10,0,PASS
n,CsI_Bottom_Quadrant_00,55130,0,17,17,0,PASS
n,CsI_Bottom_Quadrant_00,55131,0,40,40,0,PASS
n,CsI_Bottom_Quadrant_00,55132,0,96,96,0,PASS
n,CsI_Bottom_Quadrant_00,55134,0,14085,14085,0,PASS
n,CsI_Bottom_Quadrant_00,56129,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,45104,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,47105,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,48105,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,48109,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,49109,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,49110,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,49124,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,50113,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_01,51115,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_01,51116,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_01,51117,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,51118,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,51119,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_01,51120,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_01,51122,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_01,51124,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,52117,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,52118,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,52119,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_01,52121,0,6,6,0,PASS
n,CsI_Bottom_Quadrant_01,52123,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_01,52127,0,5,5,0,PASS
n,CsI_Bottom_Quadrant_01,52129,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,53120,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_01,53121,0,5,5,0,PASS
n,CsI_Bottom_Quadrant_01,53122,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_01,53123,0,14,14,0,PASS
n,CsI_Bottom_Quadrant_01,53124,0,19,19,0,PASS
n,CsI_Bottom_Quadrant_01,53125,0,37,37,0,PASS
n,CsI_Bottom_Quadrant_01,53126,0,94,94,0,PASS
n,CsI_Bottom_Quadrant_01,53128,0,10132,10132,0,PASS
n,CsI_Bottom_Quadrant_01,53129,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,54122,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,54123,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_01,54125,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_01,54127,0,5,5,0,PASS
n,CsI_Bottom_Quadrant_01,54133,0,5,5,0,PASS
n,CsI_Bottom_Quadrant_01,55126,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_01,55127,0,6,6,0,PASS
n,CsI_Bottom_Quadrant_01,55128,0,5,5,0,PASS
n,CsI_Bottom_Quadrant_01,55129,0,5,5,0,PASS
n,CsI_Bottom_Quadrant_01,55130,0,19,19,0,PASS
n,CsI_Bottom_Quadrant_01,55131,0,34,34,0,PASS
n,CsI_Bottom_Quadrant_01,55132,0,97,97,0,PASS
n,CsI_Bottom_Quadrant_01,55134,0,12802,12802,0,PASS
n,CsI_Bottom_Quadrant_02,49108,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,49115,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,50110,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,50111,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,51114,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,51115,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,51116,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_02,51118,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_02,51119,0,6,6,0,PASS
n,CsI_Bottom_Quadrant_02,51120,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_02,51122,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,51124,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,52117,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_02,52119,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_02,52121,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_02,52123,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_02,52127,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_02,53120,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_02,53121,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,53122,0,9,9,0,PASS
n,CsI_Bottom_Quadrant_02,53123,0,10,10,0,PASS
n,CsI_Bottom_Quadrant_02,53124,0,21,21,0,PASS
n,CsI_Bottom_Quadrant_02,53125,0,35,35,0,PASS
n,CsI_Bottom_Quadrant_02,53126,0,109,109,0,PASS
n,CsI_Bottom_Quadrant_02,53128,0,10166,10166,0,PASS
n,CsI_Bottom_Quadrant_02,53129,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,53130,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,54121,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,54122,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,54123,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,54127,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_02,54133,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_02,55123,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,55126,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_02,55127,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_02,55128,0,5,5,0,PASS
n,CsI_Bottom_Quadrant_02,55129,0,12,12,0,PASS
n,CsI_Bottom_Quadrant_02,55130,0,22,22,0,PASS
n,CsI_Bottom_Quadrant_02,55131,0,41,41,0,PASS
n,CsI_Bottom_Quadrant_02,55132,0,72,72,0,PASS
n,CsI_Bottom_Quadrant_02,55134,0,12489,12489,0,PASS
n,CsI_Bottom_Quadrant_02,56129,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_02,56133,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,49109,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,49115,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,49116,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,50113,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_03,50121,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_03,51113,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,51116,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,51118,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_03,51119,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_03,51125,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_03,52118,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_03,52119,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_03,52121,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_03,52123,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_03,52127,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,53119,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,53120,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_03,53121,0,4,4,0,PASS
n,CsI_Bottom_Quadrant_03,53122,0,5,5,0,PASS
n,CsI_Bottom_Quadrant_03,53123,0,12,12,0,PASS
n,CsI_Bottom_Quadrant_03,53124,0,21,21,0,PASS
n,CsI_Bottom_Quadrant_03,53125,0,42,42,0,PASS
n,CsI_Bottom_Quadrant_03,53126,0,84,84,0,PASS
n,CsI_Bottom_Quadrant_03,53128,0,11517,11517,0,PASS
n,CsI_Bottom_Quadrant_03,53129,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,53132,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,54122,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_03,54123,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,54125,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_03,54127,0,6,6,0,PASS
n,CsI_Bottom_Quadrant_03,54133,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_03,55125,0,2,2,0,PASS
n,CsI_Bottom_Quadrant_03,55126,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,55127,0,3,3,0,PASS
n,CsI_Bottom_Quadrant_03,55128,0,7,7,0,PASS
n,CsI_Bottom_Quadrant_03,55129,0,14,14,0,PASS
n,CsI_Bottom_Quadrant_03,55130,0,20,20,0,PASS
n,CsI_Bottom_Quadrant_03,55131,0,50,50,0,PASS
n,CsI_Bottom_Quadrant_03,55132,0,82,82,0,PASS
n,CsI_Bottom_Quadrant_03,55134,0,14099,14099,0,PASS
n,CsI_Bottom_Quadrant_03,56128,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,56129,0,1,1,0,PASS
n,CsI_Bottom_Quadrant_03,56133,0,1,1,0,PASS
n,CsI_Side_Segment_00,47112,0,1,1,0,PASS
n,CsI_Side_Segment_00,50110,0,1,1,0,PASS
n,CsI_Side_Segment_00,50113,0,2,2,0,PASS
n,CsI_Side_Segment_00,51115,0,1,1,0,PASS
n,CsI_Side_Segment_00,51119,0,3,3,0,PASS
n,CsI_Side_Segment_00,51120,0,1,1,0,PASS
n,CsI_Side_Segment_00,51122,0,1,1,0,PASS
n,CsI_Side_Segment_00,51124,0,1,1,0,PASS
n,CsI_Side_Segment_00,52115,0,1,1,0,PASS
n,CsI_Side_Segment_00,52118,0,1,1,0,PASS
n,CsI_Side_Segment_00,52121,0,2,2,0,PASS
n,CsI_Side_Segment_00,52123,0,1,1,0,PASS
n,CsI_Side_Segment_00,52127,0,1,1,0,PASS
n,CsI_Side_Segment_00,52129,0,1,1,0,PASS
n,CsI_Side_Segment_00,53120,0,1,1,0,PASS
n,CsI_Side_Segment_00,53121,0,1,1,0,PASS
n,CsI_Side_Segment_00,53122,0,2,2,0,PASS
n,CsI_Side_Segment_00,53123,0,6,6,0,PASS
n,CsI_Side_Segment_00,53124,0,8,8,0,PASS
n,CsI_Side_Segment_00,53125,0,20,20,0,PASS
n,CsI_Side_Segment_00,53126,0,45,45,0,PASS
n,CsI_Side_Segment_00,53128,0,6464,6464,0,PASS
n,CsI_Side_Segment_00,54121,0,1,1,0,PASS
n,CsI_Side_Segment_00,54123,0,1,1,0,PASS
n,CsI_Side_Segment_00,54125,0,2,2,0,PASS
n,CsI_Side_Segment_00,54127,0,2,2,0,PASS
n,CsI_Side_Segment_00,54133,0,2,2,0,PASS
n,CsI_Side_Segment_00,55126,0,2,2,0,PASS
n,CsI_Side_Segment_00,55127,0,2,2,0,PASS
n,CsI_Side_Segment_00,55128,0,4,4,0,PASS
n,CsI_Side_Segment_00,55129,0,4,4,0,PASS
n,CsI_Side_Segment_00,55130,0,10,10,0,PASS
n,CsI_Side_Segment_00,55131,0,20,20,0,PASS
n,CsI_Side_Segment_00,55132,0,44,44,0,PASS
n,CsI_Side_Segment_00,55134,0,8082,8082,0,PASS
n,CsI_Side_Segment_01,48109,0,1,1,0,PASS
n,CsI_Side_Segment_01,51115,0,1,1,0,PASS
n,CsI_Side_Segment_01,51116,0,2,2,0,PASS
n,CsI_Side_Segment_01,51117,0,1,1,0,PASS
n,CsI_Side_Segment_01,51118,0,2,2,0,PASS
n,CsI_Side_Segment_01,51119,0,2,2,0,PASS
n,CsI_Side_Segment_01,51122,0,2,2,0,PASS
n,CsI_Side_Segment_01,52117,0,1,1,0,PASS
n,CsI_Side_Segment_01,52118,0,1,1,0,PASS
n,CsI_Side_Segment_01,52119,0,1,1,0,PASS
n,CsI_Side_Segment_01,52121,0,1,1,0,PASS
n,CsI_Side_Segment_01,52123,0,2,2,0,PASS
n,CsI_Side_Segment_01,52127,0,1,1,0,PASS
n,CsI_Side_Segment_01,53120,0,1,1,0,PASS
n,CsI_Side_Segment_01,53121,0,2,2,0,PASS
n,CsI_Side_Segment_01,53122,0,5,5,0,PASS
n,CsI_Side_Segment_01,53123,0,5,5,0,PASS
n,CsI_Side_Segment_01,53124,0,15,15,0,PASS
n,CsI_Side_Segment_01,53125,0,15,15,0,PASS
n,CsI_Side_Segment_01,53126,0,43,43,0,PASS
n,CsI_Side_Segment_01,53128,0,5919,5919,0,PASS
n,CsI_Side_Segment_01,53129,0,1,1,0,PASS
n,CsI_Side_Segment_01,53131,0,1,1,0,PASS
n,CsI_Side_Segment_01,54122,0,1,1,0,PASS
n,CsI_Side_Segment_01,54123,0,2,2,0,PASS
n,CsI_Side_Segment_01,54125,0,3,3,0,PASS
n,CsI_Side_Segment_01,54127,0,5,5,0,PASS
n,CsI_Side_Segment_01,55126,0,2,2,0,PASS
n,CsI_Side_Segment_01,55127,0,3,3,0,PASS
n,CsI_Side_Segment_01,55128,0,2,2,0,PASS
n,CsI_Side_Segment_01,55129,0,6,6,0,PASS
n,CsI_Side_Segment_01,55130,0,9,9,0,PASS
n,CsI_Side_Segment_01,55131,0,19,19,0,PASS
n,CsI_Side_Segment_01,55132,0,43,43,0,PASS
n,CsI_Side_Segment_01,55134,0,7307,7307,0,PASS
n,CsI_Side_Segment_02,49109,0,1,1,0,PASS
n,CsI_Side_Segment_02,50113,0,1,1,0,PASS
n,CsI_Side_Segment_02,51114,0,1,1,0,PASS
n,CsI_Side_Segment_02,51115,0,2,2,0,PASS
n,CsI_Side_Segment_02,51116,0,2,2,0,PASS
n,CsI_Side_Segment_02,51117,0,1,1,0,PASS
n,CsI_Side_Segment_02,51118,0,2,2,0,PASS
n,CsI_Side_Segment_02,51120,0,2,2,0,PASS
n,CsI_Side_Segment_02,52117,0,1,1,0,PASS
n,CsI_Side_Segment_02,52118,0,1,1,0,PASS
n,CsI_Side_Segment_02,52121,0,6,6,0,PASS
n,CsI_Side_Segment_02,52123,0,3,3,0,PASS
n,CsI_Side_Segment_02,53120,0,2,2,0,PASS
n,CsI_Side_Segment_02,53122,0,1,1,0,PASS
n,CsI_Side_Segment_02,53123,0,7,7,0,PASS
n,CsI_Side_Segment_02,53124,0,10,10,0,PASS
n,CsI_Side_Segment_02,53125,0,17,17,0,PASS
n,CsI_Side_Segment_02,53126,0,56,56,0,PASS
n,CsI_Side_Segment_02,53128,0,5024,5024,0,PASS
n,CsI_Side_Segment_02,53129,0,2,2,0,PASS
n,CsI_Side_Segment_02,53131,0,1,1,0,PASS
n,CsI_Side_Segment_02,54120,0,1,1,0,PASS
n,CsI_Side_Segment_02,54122,0,1,1,0,PASS
n,CsI_Side_Segment_02,54125,0,1,1,0,PASS
n,CsI_Side_Segment_02,54133,0,3,3,0,PASS
n,CsI_Side_Segment_02,55127,0,1,1,0,PASS
n,CsI_Side_Segment_02,55128,0,4,4,0,PASS
n,CsI_Side_Segment_02,55129,0,5,5,0,PASS
n,CsI_Side_Segment_02,55130,0,6,6,0,PASS
n,CsI_Side_Segment_02,55131,0,31,31,0,PASS
n,CsI_Side_Segment_02,55132,0,48,48,0,PASS
n,CsI_Side_Segment_02,55134,0,6321,6321,0,PASS
n,CsI_Side_Segment_02,56127,0,1,1,0,PASS
n,CsI_Side_Segment_03_above_side_port,49108,0,1,1,0,PASS
n,CsI_Side_Segment_03_above_side_port,50111,0,1,1,0,PASS
n,CsI_Side_Segment_03_above_side_port,51118,0,1,1,0,PASS
n,CsI_Side_Segment_03_above_side_port,51119,0,2,2,0,PASS
n,CsI_Side_Segment_03_above_side_port,52119,0,2,2,0,PASS
n,CsI_Side_Segment_03_above_side_port,52127,0,1,1,0,PASS
n,CsI_Side_Segment_03_above_side_port,53121,0,2,2,0,PASS
n,CsI_Side_Segment_03_above_side_port,53122,0,1,1,0,PASS
n,CsI_Side_Segment_03_above_side_port,53123,0,2,2,0,PASS
n,CsI_Side_Segment_03_above_side_port,53124,0,3,3,0,PASS
n,CsI_Side_Segment_03_above_side_port,53125,0,10,10,0,PASS
n,CsI_Side_Segment_03_above_side_port,53126,0,16,16,0,PASS
n,CsI_Side_Segment_03_above_side_port,53128,0,1512,1512,0,PASS
n,CsI_Side_Segment_03_above_side_port,53130,0,1,1,0,PASS
n,CsI_Side_Segment_03_above_side_port,54122,0,1,1,0,PASS
n,CsI_Side_Segment_03_above_side_port,54133,0,2,2,0,PASS
n,CsI_Side_Segment_03_above_side_port,55125,0,1,1,0,PASS
n,CsI_Side_Segment_03_above_side_port,55129,0,2,2,0,PASS
n,CsI_Side_Segment_03_above_side_port,55130,0,2,2,0,PASS
n,CsI_Side_Segment_03_above_side_port,55131,0,5,5,0,PASS
