production_tag,ZA,nuclide,exc_keV_decimal,state_id,is_ground_state,would_fold_to_ground_if_exc_ignored,activity_day15_direct_Bq
p,53126,I-126,0,gs,True,False,0.01499629179714946656162785726
p,53128,I-128,0,gs,True,False,0.01560654144792063191564867909
p,53129,I-129,0,gs,True,False,0.00000000000119674546506153978209196867
p,54121,Xe-121,0,gs,True,False,0.004749816962410627104762641469
p,54122,Xe-122,0,gs,True,False,0.00678542526135825019457285914
p,54123,Xe-123,0,gs,True,False,0.01492799616757625661496830176
p,54125,Xe-125,0,gs,True,False,0.01492799054254547671537943233
p,54127,Xe-127,0,gs,True,False,0.003207716933778378059645487233
p,55124,Cs-124,0,gs,True,False,0.0006785452803443753006803773526
p,55125,Cs-125,0,gs,True,False,0.0006785452803443753006803773526
p,55126,Cs-126,0,gs,True,False,0.005428362242755002405443018822
p,55127,Cs-127,0,gs,True,False,0.005428362242755002405443018822
p,55128,Cs-128,0,gs,True,False,0.002035635841033125902041132058
p,55129,Cs-129,0,gs,True,False,0.0128869889827339943042909168
p,55130,Cs-130,0,gs,True,False,0.01628508672826500721632905646
p,55131,Cs-131,0,gs,True,False,0.01339552422327433042848098818
p,55132,Cs-132,0,gs,True,False,0.02060228716480879693243249664
p,55134,Cs-134,0,gs,True,False,0.000222949540442497822887468015
p,56124,Ba-124,0,gs,True,False,0.0006785452803443753006803773526
p,56126,Ba-126,0,gs,True,False,0.0006785452803443753006803773526
p,56127,Ba-127,0,gs,True,False,0.0006785452803443753006803773526
p,56128,Ba-128,0,gs,True,False,0.006022260538108883718373852665
p,56129,Ba-129,0,gs,True,False,0.0128923603265431307129271697
p,56131,Ba-131,0,gs,True,False,0.01008419810207132562641603918
p,56133,Ba-133,0,gs,True,False,0.00001281335472535325487992801992
p,71172,Lu-172,0,gs,True,False,0.000534787591340177819576167047
p,73169,Ta-169,0,gs,True,False,0.0006785452803443753006803773526
p,73172,Ta-172,0,gs,True,False,0.0006785452803443753006803773526
p,73174,Ta-174,0,gs,True,False,0.0006785452803443753006803773526
p,73179,Ta-179,0,gs,True,False,0.00001053033146840002144203085888
p,73180,Ta-180,0,gs,True,False,0.0006785452803443405591620237206
p,73182,Ta-182,0,gs,True,False,0.00005878308928404965322943448001
p,74172,W-172,0,gs,True,False,0.0006785452803443753006803773526
p,74175,W-175,0,gs,True,False,0.0006785452803443753006803773526
p,74181,W-181,0,gs,True,False,0.0001117805288468061212926830427
p,74183,W-183,0,gs,True,False,0
p,74187,W-187,0,gs,True,False,0.0006785262298977086882973331135
p,75177,Re-177,0,gs,True,False,0.0006785452803443753006803773526
p,75182,Re-182,0,gs,True,False,0.0006646278144148783266530550483
