production_tag,raw_volume,canonical_volume_for_reporting_only,ZA,nuclide,exc_keV_decimal,state_id,state_class,dat_production_count_raw,rpip_count,coverage_fraction,activity_day15_direct_Bq,source_files_count,rpip_volume_count,rpip_volume_examples,centroid_x_cm,centroid_y_cm,centroid_z_cm,effective_sample_size,dominant_cproc,dominant_sproc,dominant_prim,status
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53124,I-124,0,gs,EMITTED_CANDIDATE,15,15,1,0.009337329337939244762023063593,6,1,CsI_Bottom_Quadrant_00,-7.54384393,8.75176553,-17.6881707,15,neutronInelastic:15,RadioactiveDecay:15,neutron:15,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53125,I-125,0,gs,EMITTED_CANDIDATE,36,36,1,0.003924288117830367783463693066,8,1,CsI_Bottom_Quadrant_00,-6.74859881,5.98882466,-17.8924872,36,neutronInelastic:35,RadioactiveDecay:36,neutron:36,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53126,I-126,0,gs,EMITTED_CANDIDATE,85,85,1,0.03187815176134873655251620418,8,1,CsI_Bottom_Quadrant_00,-6.5271465,7.45343672,-18.2431771,85,neutronInelastic:85,RadioactiveDecay:85,neutron:85,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53128,I-128,0,gs,EMITTED_CANDIDATE,11496,11496,1,7.803256923048727592617858299,8,1,CsI_Bottom_Quadrant_00,-6.81757203,7.83861403,-18.3114874,11496,nCapture:11496,RadioactiveDecay:11496,neutron:11496,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53129,I-129,0,gs,EMITTED_CANDIDATE,1,1,1,0.000000000001197159751882263338200187208,1,1,CsI_Bottom_Quadrant_00,-0.726517,10.57898,-20.45607,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,53131,I-131,0,gs,EMITTED_CANDIDATE,1,1,1,0.0004929786628520132959461211446,1,1,CsI_Bottom_Quadrant_00,-10.6596,11.38538,-14.75092,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,54123,Xe-123,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_00,-3.325603,14.21107,-17.72975,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,54125,Xe-125,0,gs,EMITTED_CANDIDATE,5,5,1,0.003393899609732484925989203322,4,1,CsI_Bottom_Quadrant_00,-7.032311,7.36333442,-18.87264,5,neutronInelastic:5,RadioactiveDecay:5,neutron:5,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,54127,Xe-127,0,gs,EMITTED_CANDIDATE,3,3,1,0.0005066569538621481763552355334,3,1,CsI_Bottom_Quadrant_00,-10.096471,7.58515667,-13.1351633,3,neutronInelastic:3,RadioactiveDecay:3,neutron:3,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,54133,Xe-133,0,gs,EMITTED_CANDIDATE,4,4,1,0.002340771189329364912902321496,4,1,CsI_Bottom_Quadrant_00,-7.5226535,4.95477433,-17.512885,4,neutronInelastic:4,RadioactiveDecay:4,neutron:4,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55126,Cs-126,0,gs,EMITTED_CANDIDATE,6,6,1,0.004072681066309356781115792432,3,1,CsI_Bottom_Quadrant_00,-7.63703267,6.03313367,-17.86745,6,neutronInelastic:6,RadioactiveDecay:6,neutron:6,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55127,Cs-127,0,gs,EMITTED_CANDIDATE,4,4,1,0.002715120710872904520743861621,3,1,CsI_Bottom_Quadrant_00,-5.57650775,10.0217909,-18.401915,4,neutronInelastic:4,RadioactiveDecay:4,neutron:4,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55128,Cs-128,0,gs,EMITTED_CANDIDATE,9,9,1,0.006109021599464035171673688648,5,1,CsI_Bottom_Quadrant_00,-6.06600044,7.58799467,-17.2009022,9,neutronInelastic:9,RadioactiveDecay:9,neutron:9,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55129,Cs-129,0,gs,EMITTED_CANDIDATE,10,10,1,0.006784973775471942281963928264,6,1,CsI_Bottom_Quadrant_00,-8.1590998,7.00487807,-15.996454,10,neutronInelastic:9,RadioactiveDecay:10,neutron:10,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55130,Cs-130,0,gs,EMITTED_CANDIDATE,17,17,1,0.01153926302120984421316141189,7,1,CsI_Bottom_Quadrant_00,-5.98959352,7.02062701,-18.2124382,17,neutronInelastic:17,RadioactiveDecay:17,neutron:17,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55131,Cs-131,0,gs,EMITTED_CANDIDATE,40,40,1,0.01786688194345854791271701451,8,1,CsI_Bottom_Quadrant_00,-6.31381384,6.68275236,-18.4286518,40,neutronInelastic:40,RadioactiveDecay:40,neutron:40,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55132,Cs-132,0,gs,EMITTED_CANDIDATE,96,96,1,0.05206590119020242609611120049,8,1,CsI_Bottom_Quadrant_00,-7.53725176,8.36014159,-17.358239,96,neutronInelastic:95,RadioactiveDecay:96,neutron:96,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,55134,Cs-134,0,gs,EMITTED_CANDIDATE,14085,14085,1,0.1308888066780217621065535547,8,1,CsI_Bottom_Quadrant_00,-6.78397338,8.17841787,-18.5918506,14085,nCapture:14085,RadioactiveDecay:14085,neutron:14085,PASS
n,CsI_Bottom_Quadrant_00,CsI_Bottom_Quadrant_00,56129,Ba-129,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_00,-1.110848,0.7837516,-25.47149,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,45104,Rh-104,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_01,-19.79188,11.38504,-0.7772286,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,47105,Ag-105,0,gs,EMITTED_CANDIDATE,1,1,1,0.0001511012593730171778899575152,1,1,CsI_Bottom_Quadrant_01,-14.71918,17.69339,-11.42424,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,48105,Cd-105,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_01,-16.6389,1.557745,-5.706394,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,48109,Cd-109,0,gs,EMITTED_CANDIDATE,1,1,1,0.00001512785465179547810221207672,1,1,CsI_Bottom_Quadrant_01,-14.67959,2.579669,-11.45073,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,49109,In-109,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_01,-22.70035,4.712649,-4.513402,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,49110,In-110,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_01,-21.43461,1.658377,0.3106653,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,49124,In-124,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_01,-20.74201,10.19838,-2.10689,1,hBertiniCaptureAtRest:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,50113,Sn-113,0,gs,EMITTED_CANDIDATE,2,2,1,0.0001172748725011696196998298298,2,1,CsI_Bottom_Quadrant_01,-19.85724,11.5401955,-4.412709,2,neutronInelastic:2,RadioactiveDecay:2,neutron:2,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51115,Sb-115,0,gs,EMITTED_CANDIDATE,4,4,1,0.002715120710872904520743861621,3,1,CsI_Bottom_Quadrant_01,-16.7175975,9.70808425,-8.2748155,4,neutronInelastic:4,RadioactiveDecay:4,neutron:4,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51116,Sb-116,0,gs,EMITTED_CANDIDATE,4,4,1,0.002715120710872904520743861621,3,1,CsI_Bottom_Quadrant_01,-17.48219,5.97359367,-6.2617452,4,neutronInelastic:4,RadioactiveDecay:4,neutron:4,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51117,Sb-117,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_01,-24.03306,0.7701783,-1.354288,1,protonInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51118,Sb-118,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_01,-18.92161,1.510438,-6.066736,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51119,Sb-119,0,gs,EMITTED_CANDIDATE,4,4,1,0.002711175098657749938740088961,3,1,CsI_Bottom_Quadrant_01,-17.114835,13.5195275,-7.50929025,4,neutronInelastic:4,RadioactiveDecay:4,neutron:4,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51120,Sb-120,0,gs,EMITTED_CANDIDATE,4,4,1,0.002715120710872904520743861621,4,1,CsI_Bottom_Quadrant_01,-19.673045,6.0132315,-3.27001125,4,neutronInelastic:3,RadioactiveDecay:4,neutron:4,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51122,Sb-122,0,gs,EMITTED_CANDIDATE,3,3,1,0.001991561518949774678920006435,2,1,CsI_Bottom_Quadrant_01,-18.26325,4.0207763,-6.80715067,3,neutronInelastic:3,RadioactiveDecay:3,neutron:3,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,51124,Sb-124,0,gs,EMITTED_CANDIDATE,1,1,1,0.0001076676626019242535624080677,1,1,CsI_Bottom_Quadrant_01,-23.66992,0.3595403,1.078015,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52117,Te-117,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_01,-15.66803,9.061482,-8.377403,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52118,Te-118,0,gs,EMITTED_CANDIDATE,1,1,1,0.0005587876610683342259292670328,1,1,CsI_Bottom_Quadrant_01,-15.37697,6.61948,-11.20522,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52119,Te-119,0,gs,EMITTED_CANDIDATE,4,4,1,0.002715120230349579665374947988,3,1,CsI_Bottom_Quadrant_01,-20.66188,8.0780585,-6.4060535,4,neutronInelastic:4,RadioactiveDecay:4,neutron:4,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52121,Te-121,0,gs,EMITTED_CANDIDATE,6,6,1,0.001695619524598900376112096474,4,1,CsI_Bottom_Quadrant_01,-19.196455,7.485627,-6.42022362,6,neutronInelastic:5,RadioactiveDecay:6,neutron:6,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52123,Te-123,0,gs,STABLE,4,4,1,0,3,1,CsI_Bottom_Quadrant_01,-16.13206,9.29771875,-7.984357,4,neutronInelastic:4,RadioactiveDecay:4,neutron:4,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52127,Te-127,0,gs,EMITTED_CANDIDATE,5,5,1,0.00339390088858241613161819158,4,1,CsI_Bottom_Quadrant_01,-16.988334,9.17764918,-6.8548934,5,neutronInelastic:4,RadioactiveDecay:5,neutron:5,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,52129,Te-129,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_01,-19.32149,13.38986,-6.667782,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53120,I-120,0,gs,EMITTED_CANDIDATE,3,3,1,0.002036340533154678390557896216,2,1,CsI_Bottom_Quadrant_01,-22.1351267,6.49090633,-4.65933,3,neutronInelastic:3,RadioactiveDecay:3,neutron:3,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53121,I-121,0,gs,EMITTED_CANDIDATE,5,5,1,0.003393900888591130650929827026,4,1,CsI_Bottom_Quadrant_01,-18.818726,10.6525766,-5.0390459,5,neutronInelastic:5,RadioactiveDecay:5,neutron:5,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53122,I-122,0,gs,EMITTED_CANDIDATE,2,2,1,0.001357560355436452260371930811,2,1,CsI_Bottom_Quadrant_01,-20.21249,0.8548565,-5.5473825,2,neutronInelastic:2,RadioactiveDecay:2,neutron:2,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53123,I-123,0,gs,EMITTED_CANDIDATE,14,14,1,0.009502922427471934815381973363,6,1,CsI_Bottom_Quadrant_01,-18.5809529,6.14069451,-6.37397814,14,neutronInelastic:13,RadioactiveDecay:14,neutron:14,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53124,I-124,0,gs,EMITTED_CANDIDATE,19,19,1,0.01182728382805637669856254722,8,1,CsI_Bottom_Quadrant_01,-18.6573684,6.98048241,-6.41080538,19,neutronInelastic:18,RadioactiveDecay:19,neutron:19,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53125,I-125,0,gs,EMITTED_CANDIDATE,37,37,1,0.00403329612110343355522657343,8,1,CsI_Bottom_Quadrant_01,-17.4060689,8.03224378,-7.43782415,37,neutronInelastic:37,RadioactiveDecay:37,neutron:37,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53126,I-126,0,gs,EMITTED_CANDIDATE,94,94,1,0.03525348547725624983454733168,8,1,CsI_Bottom_Quadrant_01,-18.2126703,6.97991203,-6.06813687,94,neutronInelastic:94,RadioactiveDecay:94,neutron:94,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53128,I-128,0,gs,EMITTED_CANDIDATE,10132,10132,1,6.877400760641067151044201486,8,1,CsI_Bottom_Quadrant_01,-18.0392448,7.88872967,-7.15193671,10132,nCapture:10132,RadioactiveDecay:10132,neutron:10132,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,53129,I-129,0,gs,EMITTED_CANDIDATE,1,1,1,0.000000000001197159751882263338200187208,1,1,CsI_Bottom_Quadrant_01,-15.36183,0.2454419,-10.77033,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,54122,Xe-122,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787774225562297426540712217,1,1,CsI_Bottom_Quadrant_01,-20.74224,12.54229,-3.945915,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,54123,Xe-123,0,gs,EMITTED_CANDIDATE,2,2,1,0.001357560355436452260371930811,2,1,CsI_Bottom_Quadrant_01,-12.689485,5.9863095,-10.4413,2,neutronInelastic:1,RadioactiveDecay:2,neutron:2,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,54125,Xe-125,0,gs,EMITTED_CANDIDATE,2,2,1,0.001357559843892993970395681329,2,1,CsI_Bottom_Quadrant_01,-16.287245,6.725474,-7.338342,2,neutronInelastic:2,RadioactiveDecay:2,neutron:2,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,54127,Xe-127,0,gs,EMITTED_CANDIDATE,5,5,1,0.0008444282564369136272587258888,4,1,CsI_Bottom_Quadrant_01,-16.436394,6.892769,-7.80157692,5,neutronInelastic:5,RadioactiveDecay:5,neutron:5,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,54133,Xe-133,0,gs,EMITTED_CANDIDATE,5,5,1,0.00292596398666170614112790187,5,1,CsI_Bottom_Quadrant_01,-17.348934,10.3433354,-7.2147242,5,neutronInelastic:5,RadioactiveDecay:5,neutron:5,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,55126,Cs-126,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_01,-20.99725,5.497146,-5.113823,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,55127,Cs-127,0,gs,EMITTED_CANDIDATE,6,6,1,0.004072681066309356781115792432,4,1,CsI_Bottom_Quadrant_01,-18.735435,8.35917917,-6.815598,6,neutronInelastic:6,RadioactiveDecay:6,neutron:6,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,55128,Cs-128,0,gs,EMITTED_CANDIDATE,5,5,1,0.003393900888591130650929827026,5,1,CsI_Bottom_Quadrant_01,-18.969268,7.4027196,-5.72797774,5,neutronInelastic:5,RadioactiveDecay:5,neutron:5,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,55129,Cs-129,0,gs,EMITTED_CANDIDATE,5,5,1,0.003392486887735971140981964131,5,1,CsI_Bottom_Quadrant_01,-17.016438,9.2904088,-6.248721,5,neutronInelastic:5,RadioactiveDecay:5,neutron:5,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,55130,Cs-130,0,gs,EMITTED_CANDIDATE,19,19,1,0.0128968233766462964735333427,8,1,CsI_Bottom_Quadrant_01,-18.2460974,5.94355627,-7.12391247,19,neutronInelastic:19,RadioactiveDecay:19,neutron:19,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,55131,Cs-131,0,gs,EMITTED_CANDIDATE,34,34,1,0.01518684965193976572580946233,8,1,CsI_Bottom_Quadrant_01,-18.6655306,5.66838798,-5.92422085,34,neutronInelastic:33,RadioactiveDecay:34,neutron:34,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,55132,Cs-132,0,gs,EMITTED_CANDIDATE,97,97,1,0.05260825432760036803461235882,8,1,CsI_Bottom_Quadrant_01,-17.7211771,6.96642718,-6.80915949,97,neutronInelastic:97,RadioactiveDecay:97,neutron:97,PASS
n,CsI_Bottom_Quadrant_01,CsI_Bottom_Quadrant_01,55134,Cs-134,0,gs,EMITTED_CANDIDATE,12802,12802,1,0.1189661699035878309185728511,8,1,CsI_Bottom_Quadrant_01,-18.3817894,8.16325498,-7.17668613,12802,nCapture:12802,RadioactiveDecay:12802,neutron:12802,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,49108,In-108,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_02,-11.27696,-6.76794,-9.653436,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,49115,In-115,0,gs,EMITTED_CANDIDATE,1,1,1,0.00000000000000000007535973819619302743425844284,1,1,CsI_Bottom_Quadrant_02,-16.60017,-14.6519,-7.130018,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,50110,Sn-110,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_02,-17.8943,-10.89737,-2.959226,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,50111,Sn-111,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_02,-12.82444,-12.10042,-8.286639,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,51114,Sb-114,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_02,-21.61674,-11.70924,-3.617524,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,51115,Sb-115,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_02,-17.89367,-10.98027,-2.972569,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,51116,Sb-116,0,gs,EMITTED_CANDIDATE,3,3,1,0.002036340533154678390557896216,3,1,CsI_Bottom_Quadrant_02,-17.41253,-8.52983233,-5.933672,3,neutronInelastic:3,RadioactiveDecay:3,neutron:3,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,51118,Sb-118,0,gs,EMITTED_CANDIDATE,2,2,1,0.001357560355436452260371930811,2,1,CsI_Bottom_Quadrant_02,-20.07565,-5.3821095,-7.973194,2,neutronInelastic:2,RadioactiveDecay:2,neutron:2,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,51119,Sb-119,0,gs,EMITTED_CANDIDATE,6,6,1,0.004066762647986624908110133442,6,1,CsI_Bottom_Quadrant_02,-17.0607617,-8.23548783,-9.31616617,6,neutronInelastic:6,RadioactiveDecay:6,neutron:6,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,51120,Sb-120,0,gs,EMITTED_CANDIDATE,3,3,1,0.002036340533154678390557896216,3,1,CsI_Bottom_Quadrant_02,-18.66096,-6.43680433,-4.72583033,3,neutronInelastic:3,RadioactiveDecay:3,neutron:3,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,51122,Sb-122,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006638538396499248929733354783,1,1,CsI_Bottom_Quadrant_02,-16.11077,-1.697009,-11.27147,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,51124,Sb-124,0,gs,EMITTED_CANDIDATE,1,1,1,0.0001076676626019242535624080677,1,1,CsI_Bottom_Quadrant_02,-14.18552,-2.913993,-14.12357,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,52117,Te-117,0,gs,EMITTED_CANDIDATE,2,2,1,0.001357560355436452260371930811,2,1,CsI_Bottom_Quadrant_02,-21.151355,-10.533184,-2.7543995,2,neutronInelastic:2,RadioactiveDecay:2,neutron:2,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,52119,Te-119,0,gs,EMITTED_CANDIDATE,3,3,1,0.002036340172762184749031210991,3,1,CsI_Bottom_Quadrant_02,-20.2467467,-6.01009867,-5.60250267,3,neutronInelastic:3,RadioactiveDecay:3,neutron:3,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,52121,Te-121,0,gs,EMITTED_CANDIDATE,4,4,1,0.001130413016399266917408064316,4,1,CsI_Bottom_Quadrant_02,-14.7075275,-11.5537512,-8.37423225,4,neutronInelastic:4,RadioactiveDecay:4,neutron:4,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,52123,Te-123,0,gs,STABLE,3,3,1,0,2,1,CsI_Bottom_Quadrant_02,-21.6213,-6.99459033,-4.15170967,3,neutronInelastic:3,RadioactiveDecay:3,neutron:3,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,52127,Te-127,0,gs,EMITTED_CANDIDATE,3,3,1,0.002036340533149449678970914948,2,1,CsI_Bottom_Quadrant_02,-15.0014567,-7.63301567,-9.78940433,3,neutronInelastic:3,RadioactiveDecay:3,neutron:3,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53120,I-120,0,gs,EMITTED_CANDIDATE,2,2,1,0.001357560355436452260371930811,2,1,CsI_Bottom_Quadrant_02,-18.851195,-5.773346,-8.5991505,2,neutronInelastic:2,RadioactiveDecay:2,neutron:2,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53121,I-121,0,gs,EMITTED_CANDIDATE,1,1,1,0.0006787801777182261301859654053,1,1,CsI_Bottom_Quadrant_02,-25.01459,-3.34254,-0.7798488,1,neutronInelastic:1,RadioactiveDecay:1,neutron:1,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53122,I-122,0,gs,EMITTED_CANDIDATE,9,9,1,0.006109021599464035171673688648,6,1,CsI_Bottom_Quadrant_02,-17.5667811,-7.74399344,-7.35906556,9,neutronInelastic:9,RadioactiveDecay:9,neutron:9,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53123,I-123,0,gs,EMITTED_CANDIDATE,10,10,1,0.006787801733908524868129980974,7,1,CsI_Bottom_Quadrant_02,-18.286033,-6.10709451,-6.9953489,10,neutronInelastic:9,RadioactiveDecay:10,neutron:10,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53124,I-124,0,gs,EMITTED_CANDIDATE,21,21,1,0.01307226107311494266683228903,8,1,CsI_Bottom_Quadrant_02,-17.8585205,-7.55575604,-6.58786019,21,neutronInelastic:21,RadioactiveDecay:21,neutron:21,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53125,I-125,0,gs,EMITTED_CANDIDATE,35,35,1,0.003815280114557302011700812704,8,1,CsI_Bottom_Quadrant_02,-17.9182711,-6.96544772,-6.73559775,35,neutronInelastic:35,RadioactiveDecay:35,neutron:35,PASS
n,CsI_Bottom_Quadrant_02,CsI_Bottom_Quadrant_02,53126,I-126,0,gs,EMITTED_CANDIDATE,109,109,1,0.04087904167043543863793254419,8,1,CsI_Bottom_Quadrant_02,-18.2262755,-7.26954758,-6.55626936,109,neutronInelastic:109,RadioactiveDecay:109,neutron:109,PASS
