production_tag,source_file,source_files_count,source_files,raw_volume,canonical_volume_for_reporting_only,ZA,nuclide,exc_raw_token,exc_keV_decimal,state_id,nubase_line,production_count_raw,TT_file_s,TT_tag_sum_s,production_rate_s-1,half_life_s,half_life_authority,activity_day15_direct_Bq,state_class,source_row_count
n,MULTIPLE:8,8,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_00,CsI_TopAnnulus_Segment_00,55134,Cs-134,0.00,0,gs,2702,1973,,1473.231,1.339233290638060154856909745,65166444,NUBASE2020_STATE,0.0183346549929525691612516978,EMITTED_CANDIDATE,8
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,51112,Sb-112,0.00,0,gs,2003,1,184.412,1473.231,0.0006787801777182261301859654053,53.5,NUBASE2020_STATE,0.0006787801777182261301859654053,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,51116,Sb-116,0.00,0,gs,2101,1,183.935,1473.231,0.0006787801777182261301859654053,948,NUBASE2020_STATE,0.0006787801777182261301859654053,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,51118,Sb-118,0.00,0,gs,2158,1,184.351,1473.231,0.0006787801777182261301859654053,216,NUBASE2020_STATE,0.0006787801777182261301859654053,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,52114,Te-114,0.00,0,gs,2052,1,184.334,1473.231,0.0006787801777182261301859654053,912,NUBASE2020_STATE,0.0006787801777182261301859654053,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,52123,Te-123,0.00,0,gs,2318,1,183.99,1473.231,0.0006787801777182261301859654053,inf,NUBASE2020_STATE,0,STABLE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,53118,I-118,0.00,0,gs,2162,1,184.334,1473.231,0.0006787801777182261301859654053,822,NUBASE2020_STATE,0.0006787801777182261301859654053,EMITTED_CANDIDATE,1
n,MULTIPLE:3,3,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,53123,I-123,0.00,0,gs,2320,3,,1473.231,0.002036340533154678390557896216,47603.52,NUBASE2020_STATE,0.002036340520172557460438994292,EMITTED_CANDIDATE,3
n,MULTIPLE:4,4,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,53125,I-125,0.00,0,gs,2388,5,,1473.231,0.003393900888591130650929827026,5131468.8,NUBASE2020_STATE,0.0005450400163653288588144018147,EMITTED_CANDIDATE,4
n,MULTIPLE:6,6,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,53126,I-126,0.00,0,gs,2424,10,,1473.231,0.006787801777182261301859654053,1117152,NUBASE2020_STATE,0.003750370795452792535590141668,EMITTED_CANDIDATE,6
n,MULTIPLE:8,8,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,53128,I-128,0.00,0,gs,2498,1331,,1473.231,0.9034564165429589792775199544,1499.4,NUBASE2020_STATE,0.9034564165429589792775199544,EMITTED_CANDIDATE,8
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,54133,Xe-133,0.00,0,gs,2668,1,184.245,1473.231,0.0006787801777182261301859654053,453375.36,NUBASE2020_STATE,0.000585192797332341228225580374,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,55125,Cs-125,0.00,0,gs,2392,1,184.334,1473.231,0.0006787801777182261301859654053,2661,NUBASE2020_STATE,0.0006787801777182261301859654053,EMITTED_CANDIDATE,1
n,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,55127,Cs-127,0.00,0,gs,2463,2,,1473.231,0.001357560355436452260371930811,22500,NUBASE2020_STATE,0.001357560355436452260371930811,EMITTED_CANDIDATE,2
n,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,55130,Cs-130,0.00,0,gs,2576,2,,1473.231,0.001357560355436452260371930811,1752.6,NUBASE2020_STATE,0.001357560355436452260371930811,EMITTED_CANDIDATE,2
n,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,55131,Cs-131,0.00,0,gs,2611,3,,1473.231,0.002036340533154678390557896216,837129.6,NUBASE2020_STATE,0.001340016145759391093453776088,EMITTED_CANDIDATE,2
n,MULTIPLE:8,8,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,55132,Cs-132,0.00,0,gs,2640,13,,1473.231,0.008824142310336939692417550269,559872,NUBASE2020_STATE,0.007050590786173245200515058399,EMITTED_CANDIDATE,8
n,MULTIPLE:8,8,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,55134,Cs-134,0.00,0,gs,2702,1825,,1473.231,1.238773824335762687589386865,65166444,NUBASE2020_STATE,0.01695932354898045550901386137,EMITTED_CANDIDATE,8
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_01,CsI_TopAnnulus_Segment_01,56131,Ba-131,0.00,0,gs,2612,1,183.99,1473.231,0.0006787801777182261301859654053,995328,NUBASE2020_STATE,0.0004035075611399623684269473015,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,51117,Sb-117,0.00,0,gs,2129,1,183.935,1473.231,0.0006787801777182261301859654053,10692,NUBASE2020_STATE,0.0006787801777182261301859654053,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,52121,Te-121,0.00,0,gs,2249,1,184.412,1473.231,0.0006787801777182261301859654053,1668384,NUBASE2020_STATE,0.0002826032540998167293520160789,EMITTED_CANDIDATE,1
n,MULTIPLE:4,4,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,53123,I-123,0.00,0,gs,2320,5,,1473.231,0.003393900888591130650929827026,47603.52,NUBASE2020_STATE,0.003393900866954262434064990486,EMITTED_CANDIDATE,4
n,MULTIPLE:4,4,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,53124,I-124,0.00,0,gs,2352,4,,1473.231,0.002715120710872904520743861621,360806.4,NUBASE2020_STATE,0.002489954490117131936539483625,EMITTED_CANDIDATE,4
n,MULTIPLE:3,3,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,53125,I-125,0.00,0,gs,2388,3,,1473.231,0.002036340533154678390557896216,5131468.8,NUBASE2020_STATE,0.0003270240098191973152886410889,EMITTED_CANDIDATE,3
n,MULTIPLE:7,7,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,53126,I-126,0.00,0,gs,2424,12,,1473.231,0.008145362132618713562231584863,1117152,NUBASE2020_STATE,0.004500444954543351042708170002,EMITTED_CANDIDATE,7
n,MULTIPLE:8,8,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,53128,I-128,0.00,0,gs,2498,1159,,1473.231,0.7867062259754240848855339047,1499.4,NUBASE2020_STATE,0.7867062259754240848855339047,EMITTED_CANDIDATE,8
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,54127,Xe-127,0.00,0,gs,2461,1,184.088,1473.231,0.0006787801777182261301859654053,3139948.8,NUBASE2020_STATE,0.0001688856512873827254517451778,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,54133,Xe-133,0.00,0,gs,2668,1,184.351,1473.231,0.0006787801777182261301859654053,453375.36,NUBASE2020_STATE,0.000585192797332341228225580374,EMITTED_CANDIDATE,1
n,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,55129,Cs-129,0.00,0,gs,2537,3,,1473.231,0.002036340533154678390557896216,115416,NUBASE2020_STATE,0.002035492132641582684589178479,EMITTED_CANDIDATE,2
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,55130,Cs-130,0.00,0,gs,2576,1,183.935,1473.231,0.0006787801777182261301859654053,1752.6,NUBASE2020_STATE,0.0006787801777182261301859654053,EMITTED_CANDIDATE,1
n,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,55131,Cs-131,0.00,0,gs,2611,2,,1473.231,0.001357560355436452260371930811,837129.6,NUBASE2020_STATE,0.0008933440971729273956358507257,EMITTED_CANDIDATE,2
n,MULTIPLE:5,5,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,55132,Cs-132,0.00,0,gs,2640,8,,1473.231,0.005430241421745809041487723242,559872,NUBASE2020_STATE,0.004338825099183535508009266707,EMITTED_CANDIDATE,5
n,MULTIPLE:8,8,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep07_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_02,CsI_TopAnnulus_Segment_02,55134,Cs-134,0.00,0,gs,2702,1598,,1473.231,1.084690723993725356037172718,65166444,NUBASE2020_STATE,0.01484986248288809200186528793,EMITTED_CANDIDATE,8
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,49111,In-111,0.00,0,gs,1978,1,184.334,1473.231,0.0006787801777182261301859654053,242334.72,NUBASE2020_STATE,0.0006621142961919413180960759039,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,50113,Sn-113,0.00,0,gs,2025,1,184.351,1473.231,0.0006787801777182261301859654053,9942912,NUBASE2020_STATE,0.00005863743625058480984991491491,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,51114,Sb-114,0.00,0,gs,2050,1,184.412,1473.231,0.0006787801777182261301859654053,209.4,NUBASE2020_STATE,0.0006787801777182261301859654053,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,51116,Sb-116,0.00,0,gs,2101,2,183.99,1473.231,0.001357560355436452260371930811,948,NUBASE2020_STATE,0.001357560355436452260371930811,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,51119,Sb-119,0.00,0,gs,2188,1,184.245,1473.231,0.0006787801777182261301859654053,137484,NUBASE2020_STATE,0.0006777937746644374846850222402,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,51122,Sb-122,0.00,0,gs,2277,1,184.088,1473.231,0.0006787801777182261301859654053,235336.32,NUBASE2020_STATE,0.0006638538396499248929733354783,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,51124,Sb-124,0.00,0,gs,2347,1,183.876,1473.231,0.0006787801777182261301859654053,5201280,NUBASE2020_STATE,0.0001076676626019242535624080677,EMITTED_CANDIDATE,1
n,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat,1,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,52127,Te-127,0.00,0,gs,2458,1,184.088,1473.231,0.0006787801777182261301859654053,33660,NUBASE2020_STATE,0.0006787801777164832263236383161,EMITTED_CANDIDATE,1
n,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep08_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,53121,I-121,0.00,0,gs,2251,2,,1473.231,0.001357560355436452260371930811,7632,NUBASE2020_STATE,0.001357560355436452260371930811,EMITTED_CANDIDATE,2
n,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep01_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep02_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,53123,I-123,0.00,0,gs,2320,2,,1473.231,0.001357560355436452260371930811,47603.52,NUBASE2020_STATE,0.001357560346781704973625996195,EMITTED_CANDIDATE,2
n,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep03_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep05_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,53124,I-124,0.00,0,gs,2352,2,,1473.231,0.001357560355436452260371930811,360806.4,NUBASE2020_STATE,0.001244977245058565968269741813,EMITTED_CANDIDATE,2
n,MULTIPLE:2,2,runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep04_part01.dat.inc1.dat;runs/step02_buildup_fix5_fullstat_v2/Background_n_fullsphere20_rep06_part01.dat.inc1.dat,CsI_TopAnnulus_Segment_03,CsI_TopAnnulus_Segment_03,53125,I-125,0.00,0,gs,2388,2,,1473.231,0.001357560355436452260371930811,5131468.8,NUBASE2020_STATE,0.000218016006546131543525760726,EMITTED_CANDIDATE,2
