raw_volume,ZA,exc_keV_decimal,custom_activity_Bq,native_store_activity_Bq,relative_delta,status
ColdPlate_4K,29062,0,0.033253083928650703122315997904599999999999999999999999999999999999999999999999998,0.0332530839286507031223159979046,0.000000000000000000000000000000000000000000000000000000000000000000000000000000060144797525886291157916518296641620116300632343314815281144971876473206657297405,PASS
ColdPlate_4K,29064,0,1.8401688967658895710996982167468999999999999999999999999999999999999999999999923,1.8401688967658895710996982167469,0.0000000000000000000000000000000000000000000000000000000000000000000000000000041843985155562659915812409988624318653207714879711091254334471840921294886466209,PASS
ColdPlate_4K,29066,0,0.44663735693859279366236523669999999999999999999999999999999999999999999999999752,0.4466373569385927936623652367,0.0000000000000000000000000000000000000000000000000000000000000000000000000000055526031610942249240121580544684025106549828623164974455257213572479089660837915,PASS
ColdPlate_4K,30062,0,0.0006787041637131987598717520613,0.0006787041637131987598717520613,0,PASS
ColdPlate_4K,30063,0,0.0020357947244030541558702009096,0.0020357947244030541558702009096,0,PASS
ColdPlate_4K,30065,0,0.0000283132784596519876966169768,0.0000283132784596519876966169768,0,PASS
ColdPlate_60K,10023,0,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,PASS
ColdPlate_60K,10024,0,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,PASS
ColdPlate_60K,11022,0,0.00005907535689680351116370592256,0.00005907535689680351116370592256,0,PASS
ColdPlate_60K,11024,0,0.0088241418094983908837107011730000000000000000000000000000000000000000000000000003,0.008824141809498390883710701173,0.000000000000000000000000000000000000000000000000000000000000000000000000000000033997640391168365227409614281212339765117293238281413241424437795442846715766394,PASS
ColdPlate_60K,11025,0,0.0013574843414325296846954116099,0.0013574843414325296846954116099,0,PASS
ColdPlate_60K,11026,0,0.0006753252366339629165406059558,0.0006753252366339629165406059558,0,PASS
ColdPlate_60K,12027,0,0.012876093730140717191661186004000000000000000000000000000000000000000000000000001,0.012876093730140717191661186004,0.000000000000000000000000000000000000000000000000000000000000000000000000000000077663305421517107717261013684349607159260123773240892030048637108905444466806711,PASS
ColdPlate_60K,13026,0,0.0000000011317083343836475964785459624700000000000000000000000000000000000000000000000001,0.00000000113170833438364759647854596247,0.000000000000000000000000000000000000000000000000000000000000000000000000000000088361989535459350160320185666548677428687885083946723087401574917371463441280423,PASS
ColdPlate_60K,13028,0,0.2891603557079643314592212627000000000000000000000000000000000000000000000000007,0.2891603557079643314592212627,0.0000000000000000000000000000000000000000000000000000000000000000000000000000024208021126760563380281690136936344453575679428684784765558712591569451969204576,PASS
ColdPlate_60K,9017,0,0.0006787801777182261301859654053,0.0006787801777182261301859654053,0,PASS
ColdPlate_60K,9018,0,0.0006785452803443753006803773526,0.0006785452803443753006803773526,0,PASS
ColdPlate_60K,9020,0,0.0006787801777182261301859654053,0.0006787801777182261301859654053,0,PASS
ColdPlate_CP_100mK_intercept,23048,0,0.0003247458815677212195507697028,0.0003247458815677212195507697028,0,PASS
ColdPlate_CP_100mK_intercept,24051,0,0.0002124158270856995270938501837,0.0002124158270856995270938501837,0,PASS
ColdPlate_CP_100mK_intercept,25050,0,0.0006787801777182261301859654053,0.0006787801777182261301859654053,0,PASS
ColdPlate_CP_100mK_intercept,25052,0,0.0005728755706061003934884080717,0.0005728755706061003934884080717,0,PASS
ColdPlate_CP_100mK_intercept,25054,0,0.00002223901612328696155005171726,0.00002223901612328696155005171726,0,PASS
ColdPlate_CP_100mK_intercept,25057,0,0.0006787801777182261301859654053,0.0006787801777182261301859654053,0,PASS
ColdPlate_CP_100mK_intercept,26055,0,0.0000139487133625946005751983226,0.0000139487133625946005751983226,0,PASS
ColdPlate_CP_100mK_intercept,27057,0,0.00007642234214468621010554352984,0.00007642234214468621010554352984,0,PASS
ColdPlate_CP_100mK_intercept,27058,0,0.00074116676589071732353713610180000000000000000000000000000000000000000000000000001,0.0007411667658907173235371361018,0.000000000000000000000000000000000000000000000000000000000000000000000000000000013492240154592236689109133891759468763217432624533431893737488935922933267352671,PASS
ColdPlate_CP_100mK_intercept,27060,0,0.000007311181820922078750718658515,0.000007311181820922078750718658515,0,PASS
ColdPlate_CP_100mK_intercept,27062,0,0.0013541054143521890467265713611,0.0013541054143521890467265713611,0,PASS
ColdPlate_CP_100mK_intercept,28057,0,0.0006779322876728891983055367259,0.0006779322876728891983055367259,0,PASS
ColdPlate_CP_100mK_intercept,28059,0,0.000000001192725641406602902056771816,0.000000001192725641406602902056771816,0,PASS
ColdPlate_CP_100mK_intercept,28063,0,0.0000013362589430386243006642341095,0.0000013362589430386243006642341095,0,PASS
ColdPlate_CP_100mK_intercept,29060,0,0.0006787801777182261301859654053,0.0006787801777182261301859654053,0,PASS
ColdPlate_CP_100mK_intercept,29061,0,0.006786627290313007154331713789,0.006786627290313007154331713789,0,PASS
