production_tag,raw_volume,ZA,exc_keV_decimal,direct_activity_Bq,tag_native_activity_Bq,relative_delta_vs_direct,classification
n,CsI_TopAnnulus_Segment_04,52127,0,0.0006787801777164832263236383161,0.00067878,0.00000026181743230067226862098475526677460608160698290613379216699532795996049224355261,MATCH
n,CsI_TopAnnulus_Segment_04,52128,0,0,0,0,MATCH
n,CsI_TopAnnulus_Segment_04,53123,0,0.001357560346781704973625996195,0.00135756,0.00000025544478062851692980349235219327539858252522469074282820981481435844621379656006,MATCH
n,CsI_TopAnnulus_Segment_04,53124,0,0.001867465867587848952404612719,0.00186747,0.0000022128448089845472310768872388330922682828624698016805078875072261708908664820858,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_04,53125,0,0.000218016006546131543525760726,0.000320114,0.46830503443913335966310123949451125126271145077715343773545257412280731467854717,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_04,53126,0,0.004125407874998071789149155835,0.00412541,0.00000051510105002934869018228841511598190812512173037522912707038761222114924949175935,MATCH
n,CsI_TopAnnulus_Segment_04,53127,57.61,0,0.0000113876,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_04,53128,0,0.713397966781855662825449641,0.713398,0.000000046563273073263558515642177923123594313240708635972272816346377322558817689370609,MATCH
n,CsI_TopAnnulus_Segment_04,54125,0,0.0006787799219464969851978406645,0.00067878,0.00000011499088362981148738877869405832257458132872838086496872541769026998447232558535,MATCH
n,CsI_TopAnnulus_Segment_04,54127,0,0,0.000165148,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_04,54127,297.1,0,0.0000000846379,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_04,54127,342.23,0,0.00000035577,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_04,54127,711.61,0,0.00000105122,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_04,54128,1429.56,0,0.000000420971,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_04,54130,1122.11,0,0.0000148356,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_04,54130,1204.61,0,0.000000215623,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_04,54130,1632.58,0,0.000000179935,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_04,54130,1944.14,0,0.00000000146117,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_04,54133,0,0.000585192797332341228225580374,0.000585189,0.0000064890278187611630925405192519214463348367191582872909021986458731320677028452701,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_04,54134,0,0,0,0,MATCH
n,CsI_TopAnnulus_Segment_04,55126,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_04,55127,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_04,55128,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_04,55129,0,0.0006784973775471942281963928264,0.000678497,0.00000055644606261125209782928052386494517577577023045550236915487878822262509547582576,MATCH
n,CsI_TopAnnulus_Segment_04,55130,0,0.002715120710872904520743861621,0.00271512,0.0000002618199999999999999999418627652214947949999999999966200610473733482706137499998,MATCH
n,CsI_TopAnnulus_Segment_04,55131,0,0.001786688194345854791271701451,0.00178669,0.0000010106151431026930539930558255485431484448715942623925545320771388175283518778452,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_04,55132,0,0.009220003335765012954519691752,0.00922,0.00000036179650825231948530949040399132315177451257993660490012921219849081346832937703,MATCH
n,CsI_TopAnnulus_Segment_04,55133,81,0,0.000584344,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_04,55134,0,0.01407856174066048772392109588,0.0140772,0.00009672441585811013617206037725087846893916611795201844681575747601384355012257069,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_04,56132,0,0,0,0,MATCH
n,CsI_TopAnnulus_Segment_05,51118,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_05,51120,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_05,52123,0,0,-0.0000000000000000000000104731,Infinity,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_05,52123,247.47,0,0.00000000710324,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_05,52123,489.81,0,0.000000250316,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_05,52125,35.49,0,0.000756048,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_05,52128,0,0,0,0,MATCH
n,CsI_TopAnnulus_Segment_05,53120,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_05,53122,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_05,53123,0,0.002036340520172557460438994292,0.00203634,0.00000025544478062851692980324681375443156503925590553372608521007094822422412232700138,MATCH
n,CsI_TopAnnulus_Segment_05,53125,0,0.0006540480196383946305772821778,0.000756045,0.15594723521676088404598505215130066993203472809209309564705467972774270558560283,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_05,53126,0,0.006750667431815026564062255005,0.00675067,0.00000038043423104098012272795725173164841715588610043661614180286880602478297846869896,MATCH
n,CsI_TopAnnulus_Segment_05,53128,0,0.8097847520178437733118567285,0.809785,0.00000030623218776194467728417034074154214759855794734442127241399302270656618357566336,MATCH
n,CsI_TopAnnulus_Segment_05,54124,0,0,0.000000000000000000150719,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_05,54125,0,0.0006787799219464969851978406645,0.00067878,0.00000011499088362981148738877869405832257458132872838086496872541769026998447232558535,MATCH
n,CsI_TopAnnulus_Segment_05,54130,1122.11,0,0.0000148356,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_05,54130,1204.61,0,0.000000215623,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_05,54130,1632.58,0,0.000000179935,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_05,54130,1944.14,0,0.00000000146117,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_05,54134,0,0,0,0,MATCH
n,CsI_TopAnnulus_Segment_05,55124,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_05,55130,0,0.002715120710872904520743861621,0.00271512,0.0000002618199999999999999999418627652214947949999999999966200610473733482706137499998,MATCH
n,CsI_TopAnnulus_Segment_05,55131,0,0.001786688194345854791271701451,0.00178669,0.0000010106151431026930539930558255485431484448715942623925545320771388175283518778452,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_05,55132,0,0.00650823764877530326201390006,0.00650824,0.00000036126902913270708568151804901631938487449243923192442877436759489070151394980455,MATCH
n,CsI_TopAnnulus_Segment_05,55134,0,0.01466400688235131988669801274,0.0146626,0.000095941195514107550462826620434204907004901389550246535783235824004229604499046327,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_05,56132,0,0,0,0,MATCH
n,CsI_TopAnnulus_Segment_06,47109,88.03,0,0.000015124,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_06,48109,0,0.00001512785465179547810221207672,0.0000151246,0.00021514298427581849452558897678967790399065092798771812805176978724223953088943782,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_06,50117,314.58,0,0.000000000526102,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_06,51117,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_06,52125,35.49,0,0.000435933,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_06,52128,0,0,0,0,MATCH
n,CsI_TopAnnulus_Segment_06,53124,0,0.0006224886225292829841348709062,0.000622489,0.00000060638974489547112616420150383653428288752127538992423157531703783381013831185883,MATCH
n,CsI_TopAnnulus_Segment_06,53125,0,0.0004360320130922630870515214518,0.000435931,0.00023166439442535376257304159194105793138580415848027432726200139301372461081073628,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_06,53126,0,0.002250222477271675521354085001,0.00225022,0.0000011009007778310741192656859393906329634633770667896918615224977303138948541925749,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_06,53128,0,0.9054927570761136576680778507,0.905493,0.00000026827811094452773613188559841279317479691563513595760665744537573311403752420243,MATCH
n,CsI_TopAnnulus_Segment_06,54128,1429.56,0,0.000000420971,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_06,54130,1122.11,0,0.0000037089,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_06,54130,1204.61,0,0.0000000539057,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_06,54130,1632.58,0,0.0000000449837,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_06,54130,1944.14,0,0.000000000365293,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_06,54133,0,0.000585192797332341228225580374,0.000585189,0.0000064890278187611630925405192519214463348367191582872909021986458731320677028452701,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_06,54134,0,0,0,0,MATCH
n,CsI_TopAnnulus_Segment_06,55128,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_06,55129,0,0.0006784973775471942281963928264,0.000678497,0.00000055644606261125209782928052386494517577577023045550236915487878822262509547582576,MATCH
n,CsI_TopAnnulus_Segment_06,55130,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_06,55131,0,0.001786688194345854791271701451,0.00178669,0.0000010106151431026930539930558255485431484448715942623925545320771388175283518778452,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_06,55132,0,0.00325411882438765163100695003,0.00325412,0.00000036126902913270708568151804901631938487449243923192442877436759489070151394980455,MATCH
n,CsI_TopAnnulus_Segment_06,55133,81,0,0.000584344,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_06,55134,0,0.01709871524938303459538931777,0.0170971,0.000094466125640221871099081144685283380714647419970600408548032813709427374097391167,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_06,56132,0,0,0,0,MATCH
n,CsI_TopAnnulus_Segment_07,50117,314.58,0,0.000000000881374,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,51117,0,0.0006787801777182261301859654053,0.00124804,0.8386512172399999999999999999714562269082010680000000000004431220966090141600476,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_07,51121,37.13,0,0.00000399211,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,51125,0,0.000006970834129129719643423197041,0.00000696842,0.00034631854452417413202954790081438687682928659869155379725858082077986315524760693,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_07,52117,0,0,0.00067878,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,52117,274.4,0,0.000137296,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,52121,0,0,0.000281806,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,52121,293.97,0,0.0000000792523,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,52121,443.11,0,0.00000211926,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,52123,0,0,-0.00000000000000000000000349105,Infinity,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_07,52123,247.47,0,0.00000000236775,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,52123,489.81,0,0.0000000834386,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,52125,144.78,0,0.00000013789,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,52125,35.49,0,0.000440529,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,52128,0,0,0,0,MATCH
n,CsI_TopAnnulus_Segment_07,53117,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_07,53120,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_07,53121,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_07,53122,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_07,53123,0,0.0006787801733908524868129980974,0.00067878,0.00000025544478062851692980334502912996909845656363319654725180365259384977646341461167,MATCH
n,CsI_TopAnnulus_Segment_07,53124,0,0.001867465867587848952404612719,0.00186747,0.0000022128448089845472310768872388330922682828624698016805078875072261708908664820858,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_07,53125,0,0.0004360320130922630870515214518,0.000435931,0.00023166439442535376257304159194105793138580415848027432726200139301372461081073628,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_07,53126,0,0.003375333715907513282031127502,0.00337533,0.0000011009007778310741192658340727284398825380119010921892420892629355373856814605369,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_07,53127,57.61,0,0.0000104129,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,53128,0,0.9414681064951796425679340171,0.941468,0.00000011311607786589762076420061290993509579933973361666453246131775083324075756879766,MATCH
n,CsI_TopAnnulus_Segment_07,54127,0,0,0.000165148,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,54127,297.1,0,0.0000000846379,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,54127,342.23,0,0.00000035577,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,54127,711.61,0,0.00000105122,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,54128,1429.56,0,0.000000420971,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,54130,1122.11,0,0.0000111267,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,54130,1204.61,0,0.000000161717,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,54130,1632.58,0,0.000000134951,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,54130,1944.14,0,0.00000000109588,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,54133,0,0.000585192797332341228225580374,0.000585189,0.0000064890278187611630925405192519214463348367191582872909021986458731320677028452701,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_07,54134,0,0,0,0,MATCH
n,CsI_TopAnnulus_Segment_07,55127,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_07,55128,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,CsI_TopAnnulus_Segment_07,55129,0,0.0006784973775471942281963928264,0.000678497,0.00000055644606261125209782928052386494517577577023045550236915487878822262509547582576,MATCH
n,CsI_TopAnnulus_Segment_07,55130,0,0.002036340533154678390557896216,0.00203634,0.00000026182000000000000000006463198307804975999999999999582270566969948791168000000027,MATCH
n,CsI_TopAnnulus_Segment_07,55131,0,0.002680032291518782186907552176,0.00268003,0.00000085503401934321362762295663891603944577168394298964044341912341300387328494149083,MATCH
n,CsI_TopAnnulus_Segment_07,55132,0,0.005423531373979419385011583384,0.00542353,0.00000025333667764456549966093132687617103853489263349127268822307941723798232413510863,MATCH
n,CsI_TopAnnulus_Segment_07,55133,81,0,0.000584344,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,CsI_TopAnnulus_Segment_07,55134,0,0.01826960553276469892094315148,0.0182678,0.000098827134579390870450826556404802037859661406122275617508294801417607781368351369,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,CsI_TopAnnulus_Segment_07,56132,0,0,0,0,MATCH
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,26055,0,0.000006974356681297300287599161299,0.00000700521,0.0044238228861218330603626505644719562191823243645908908632319525220232760553949102,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,26057,136.47,0,0.0000508807,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,26057,14.41,0,0.0000449743,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,27057,0,0.00005094822809645747340369568657,0.0000509613,0.0002565722897718499942239385901274194543496772439540950134029340362789081511556278,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,27060,0,0.000003655590910461039375359329257,0.00000365578,0.000051726121328159463555468651244050735967456694294864867332006809732203796089291421,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,28059,0,0.0000000002385451282813205804113543633,0.000000000254239,0.065789948559214980381968361446226679647178900030708627534244530987595188921970943,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,28061,67.41,0,0.0000326569,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,28063,0,0.0000003818071447899512975222487174,0.000000381807,0.00000037922273921085864707612926723225695070286912071596920160656327002844183526210148,MATCH
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,28065,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,29061,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,29062,0,0.001357560355436452260371930811,0.00135756,0.00000026182000000000000000031017041879115968999999999990379428611833660337285500002984,MATCH
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,29064,0,0.1269318928611687778766534237,0.126932,0.00000084406549691420729906745515650806487993255309321960627964091619690911956575147822,MATCH
n,Cu_50mK_StillLike_Can_bottom_cap_2mm,29066,0,0.02104218550926501003576492756,0.0210422,0.00000068865161290322580645180173045261672991467221644124273165956952886766844751771342,MATCH
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,26057,136.47,0,0.0000254404,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,26057,14.41,0,0.0000224871,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,26060,0,0.000000000007374869695943743377650891137,0.00000000000737487,0.000000041228695442521957748290009040541784876440196173657584884324433965423231718784427,MATCH
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,27057,0,0.00002547411404822873670184784328,0.0000254806,0.00025460951297398618021214115974894517176603713054381504321769538376285735325369783,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,27058,0,0.00009265386164100624409885482996,0.0000926344,0.00021004673374164980533151033796026263105223293097960057455181811382902064337347729,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,27060,0,0,0.00000000000001985,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,27060,58.59,0,0.00000000000736972,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,27061,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,28059,0,0.0000000004770902565626411608227087267,0.000000000508478,0.065789948559214980381968361222832901656812726069011257301441402513713027488917426,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,28061,67.41,0,0.000653623,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,28063,0,0.0000005727107171849269462833730759,0.000000572711,0.00000049381837037003849828942010187881307970504133654722842106583703942431635702785876,MATCH
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,29062,0,0.003393900888591130650929827026,0.0033939,0.00000026181999999999999999986820123450756181599999999998262908086661523827462079999771,MATCH
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,29064,0,0.123537991982527901462839161,0.123538,0.000000064898837757303678104488085085923949377826629352488760162487021652273240065193425,MATCH
n,Cu_50mK_StillLike_Can_side_wall_above_side_port,29066,0,0.02511486657557436681688072,0.0251149,0.0000013308621621621621621619913511240257063550036523009787746188150685361182950664274,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,26057,136.47,0,0.0000508807,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,26057,14.41,0,0.0000449743,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,27057,0,0.00005094822809645747340369568657,0.0000509613,0.0002565722897718499942239385901274194543496772439540950134029340362789081511556278,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,27058,0,0.00009265386164100624409885482996,0.0000926344,0.00021004673374164980533151033796026263105223293097960057455181811382902064337347729,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,28059,0,0.0000000002385451282813205804113543633,0.000000000254239,0.065789948559214980381968361446226679647178900030708627534244530987595188921970943,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
n,Cu_50mK_StillLike_Can_side_wall_below_side_port,29060,0,0.0006787801777182261301859654053,0.00067878,0.0000002618200000000000000000155242959354277739999999999997589961726096386080918,MATCH
